name	path	emotion
f09_neu_37_glt	/groups/gac50538/arhmm/f09/neu/f09_neu_37_glt.wav	neu
m12_neu_13_spc	/groups/gac50538/arhmm/m12/neu/m12_neu_13_spc.wav	neu
m31_ang_16_glt	/groups/gac50538/arhmm/m31/ang/m31_ang_16_glt.wav	ang
m04_neu_24_glt	/groups/gac50538/arhmm/m04/neu/m04_neu_24_glt.wav	neu
f36_sad_21_spc	/groups/gac50538/arhmm/f36/sad/f36_sad_21_spc.wav	sad
f28_ang_35_glt	/groups/gac50538/arhmm/f28/ang/f28_ang_35_glt.wav	ang
f32_neu_10_spc	/groups/gac50538/arhmm/f32/neu/f32_neu_10_spc.wav	neu
f35_joy_21_spc	/groups/gac50538/arhmm/f35/joy/f35_joy_21_spc.wav	joy
m16_joy_10_spc	/groups/gac50538/arhmm/m16/joy/m16_joy_10_spc.wav	joy
f18_joy_25_glt	/groups/gac50538/arhmm/f18/joy/f18_joy_25_glt.wav	joy
m36_sad_20_glt	/groups/gac50538/arhmm/m36/sad/m36_sad_20_glt.wav	sad
m15_joy_29_spc	/groups/gac50538/arhmm/m15/joy/m15_joy_29_spc.wav	joy
m17_ang_18_spc	/groups/gac50538/arhmm/m17/ang/m17_ang_18_spc.wav	ang
m17_sad_09	/groups/gac50538/wav/m17/sad/m17_sad_09.wav	sad
m39_joy_24_glt	/groups/gac50538/arhmm/m39/joy/m39_joy_24_glt.wav	joy
m45_neu_11_spc	/groups/gac50538/arhmm/m45/neu/m45_neu_11_spc.wav	neu
m36_sad_37_glt	/groups/gac50538/arhmm/m36/sad/m36_sad_37_glt.wav	sad
m23_ang_16_glt	/groups/gac50538/arhmm/m23/ang/m23_ang_16_glt.wav	ang
m31_ang_39_spc	/groups/gac50538/arhmm/m31/ang/m31_ang_39_spc.wav	ang
f10_ang_05_spc	/groups/gac50538/arhmm/f10/ang/f10_ang_05_spc.wav	ang
f19_sad_04_glt	/groups/gac50538/arhmm/f19/sad/f19_sad_04_glt.wav	sad
m20_neu_16	/groups/gac50538/wav/m20/neu/m20_neu_16.wav	neu
f37_sad_05_spc	/groups/gac50538/arhmm/f37/sad/f37_sad_05_spc.wav	sad
m04_neu_18_spc	/groups/gac50538/arhmm/m04/neu/m04_neu_18_spc.wav	neu
m40_neu_01_glt	/groups/gac50538/arhmm/m40/neu/m40_neu_01_glt.wav	neu
f39_neu_11	/groups/gac50538/wav/f39/neu/f39_neu_11.wav	neu
m14_neu_38	/groups/gac50538/wav/m14/neu/m14_neu_38.wav	neu
m44_neu_06_spc	/groups/gac50538/arhmm/m44/neu/m44_neu_06_spc.wav	neu
f19_neu_24_glt	/groups/gac50538/arhmm/f19/neu/f19_neu_24_glt.wav	neu
m36_ang_35	/groups/gac50538/wav/m36/ang/m36_ang_35.wav	ang
f05_neu_17_glt	/groups/gac50538/arhmm/f05/neu/f05_neu_17_glt.wav	neu
f31_joy_04_spc	/groups/gac50538/arhmm/f31/joy/f31_joy_04_spc.wav	joy
m19_sad_23	/groups/gac50538/wav/m19/sad/m19_sad_23.wav	sad
f30_joy_38_spc	/groups/gac50538/arhmm/f30/joy/f30_joy_38_spc.wav	joy
f40_ang_28_spc	/groups/gac50538/arhmm/f40/ang/f40_ang_28_spc.wav	ang
m45_joy_14_spc	/groups/gac50538/arhmm/m45/joy/m45_joy_14_spc.wav	joy
m16_sad_30_spc	/groups/gac50538/arhmm/m16/sad/m16_sad_30_spc.wav	sad
f29_joy_10_spc	/groups/gac50538/arhmm/f29/joy/f29_joy_10_spc.wav	joy
f21_joy_21	/groups/gac50538/wav/f21/joy/f21_joy_21.wav	joy
f32_joy_21	/groups/gac50538/wav/f32/joy/f32_joy_21.wav	joy
f18_joy_40_glt	/groups/gac50538/arhmm/f18/joy/f18_joy_40_glt.wav	joy
m25_ang_22_glt	/groups/gac50538/arhmm/m25/ang/m25_ang_22_glt.wav	ang
f29_ang_12_spc	/groups/gac50538/arhmm/f29/ang/f29_ang_12_spc.wav	ang
f27_ang_25_spc	/groups/gac50538/arhmm/f27/ang/f27_ang_25_spc.wav	ang
m08_joy_30_spc	/groups/gac50538/arhmm/m08/joy/m08_joy_30_spc.wav	joy
m22_ang_02_spc	/groups/gac50538/arhmm/m22/ang/m22_ang_02_spc.wav	ang
f02_joy_23_spc	/groups/gac50538/arhmm/f02/joy/f02_joy_23_spc.wav	joy
f01_neu_21_spc	/groups/gac50538/arhmm/f01/neu/f01_neu_21_spc.wav	neu
m44_ang_10_glt	/groups/gac50538/arhmm/m44/ang/m44_ang_10_glt.wav	ang
m19_neu_37_glt	/groups/gac50538/arhmm/m19/neu/m19_neu_37_glt.wav	neu
m43_ang_03_spc	/groups/gac50538/arhmm/m43/ang/m43_ang_03_spc.wav	ang
f28_ang_06_spc	/groups/gac50538/arhmm/f28/ang/f28_ang_06_spc.wav	ang
m32_sad_32_glt	/groups/gac50538/arhmm/m32/sad/m32_sad_32_glt.wav	sad
f06_neu_05_glt	/groups/gac50538/arhmm/f06/neu/f06_neu_05_glt.wav	neu
m44_sad_07_glt	/groups/gac50538/arhmm/m44/sad/m44_sad_07_glt.wav	sad
m34_ang_33	/groups/gac50538/wav/m34/ang/m34_ang_33.wav	ang
m44_neu_37_glt	/groups/gac50538/arhmm/m44/neu/m44_neu_37_glt.wav	neu
f10_sad_19_spc	/groups/gac50538/arhmm/f10/sad/f10_sad_19_spc.wav	sad
m20_joy_02	/groups/gac50538/wav/m20/joy/m20_joy_02.wav	joy
m25_sad_40	/groups/gac50538/wav/m25/sad/m25_sad_40.wav	sad
m27_joy_13_glt	/groups/gac50538/arhmm/m27/joy/m27_joy_13_glt.wav	joy
m10_neu_22	/groups/gac50538/wav/m10/neu/m10_neu_22.wav	neu
m43_neu_08	/groups/gac50538/wav/m43/neu/m43_neu_08.wav	neu
m04_ang_25_glt	/groups/gac50538/arhmm/m04/ang/m04_ang_25_glt.wav	ang
m14_joy_06	/groups/gac50538/wav/m14/joy/m14_joy_06.wav	joy
m23_sad_15_glt	/groups/gac50538/arhmm/m23/sad/m23_sad_15_glt.wav	sad
m44_neu_07_glt	/groups/gac50538/arhmm/m44/neu/m44_neu_07_glt.wav	neu
f34_joy_10_glt	/groups/gac50538/arhmm/f34/joy/f34_joy_10_glt.wav	joy
f27_joy_31	/groups/gac50538/wav/f27/joy/f27_joy_31.wav	joy
f41_sad_07_spc	/groups/gac50538/arhmm/f41/sad/f41_sad_07_spc.wav	sad
f12_ang_31	/groups/gac50538/wav/f12/ang/f12_ang_31.wav	ang
m27_sad_06_glt	/groups/gac50538/arhmm/m27/sad/m27_sad_06_glt.wav	sad
f43_joy_02_glt	/groups/gac50538/arhmm/f43/joy/f43_joy_02_glt.wav	joy
m17_neu_07_spc	/groups/gac50538/arhmm/m17/neu/m17_neu_07_spc.wav	neu
m23_ang_22	/groups/gac50538/wav/m23/ang/m23_ang_22.wav	ang
m01_sad_34	/groups/gac50538/wav/m01/sad/m01_sad_34.wav	sad
f36_ang_21_spc	/groups/gac50538/arhmm/f36/ang/f36_ang_21_spc.wav	ang
f02_neu_21_spc	/groups/gac50538/arhmm/f02/neu/f02_neu_21_spc.wav	neu
m14_joy_38	/groups/gac50538/wav/m14/joy/m14_joy_38.wav	joy
f21_ang_40_spc	/groups/gac50538/arhmm/f21/ang/f21_ang_40_spc.wav	ang
f21_neu_39	/groups/gac50538/wav/f21/neu/f21_neu_39.wav	neu
m01_neu_21	/groups/gac50538/wav/m01/neu/m01_neu_21.wav	neu
m12_ang_05_glt	/groups/gac50538/arhmm/m12/ang/m12_ang_05_glt.wav	ang
m04_joy_33	/groups/gac50538/wav/m04/joy/m04_joy_33.wav	joy
f23_joy_22_spc	/groups/gac50538/arhmm/f23/joy/f23_joy_22_spc.wav	joy
m41_joy_34_glt	/groups/gac50538/arhmm/m41/joy/m41_joy_34_glt.wav	joy
m01_sad_33	/groups/gac50538/wav/m01/sad/m01_sad_33.wav	sad
m03_joy_40_glt	/groups/gac50538/arhmm/m03/joy/m03_joy_40_glt.wav	joy
m20_ang_40	/groups/gac50538/wav/m20/ang/m20_ang_40.wav	ang
m05_neu_05_spc	/groups/gac50538/arhmm/m05/neu/m05_neu_05_spc.wav	neu
f17_ang_18	/groups/gac50538/wav/f17/ang/f17_ang_18.wav	ang
f10_neu_15	/groups/gac50538/wav/f10/neu/f10_neu_15.wav	neu
m31_ang_13_spc	/groups/gac50538/arhmm/m31/ang/m31_ang_13_spc.wav	ang
m32_ang_01_spc	/groups/gac50538/arhmm/m32/ang/m32_ang_01_spc.wav	ang
f23_sad_36_glt	/groups/gac50538/arhmm/f23/sad/f23_sad_36_glt.wav	sad
f01_sad_12_glt	/groups/gac50538/arhmm/f01/sad/f01_sad_12_glt.wav	sad
f24_ang_08_spc	/groups/gac50538/arhmm/f24/ang/f24_ang_08_spc.wav	ang
m34_neu_02_spc	/groups/gac50538/arhmm/m34/neu/m34_neu_02_spc.wav	neu
f04_joy_21_glt	/groups/gac50538/arhmm/f04/joy/f04_joy_21_glt.wav	joy
f25_neu_27_glt	/groups/gac50538/arhmm/f25/neu/f25_neu_27_glt.wav	neu
m24_ang_14	/groups/gac50538/wav/m24/ang/m24_ang_14.wav	ang
f41_joy_04_glt	/groups/gac50538/arhmm/f41/joy/f41_joy_04_glt.wav	joy
f11_neu_20_glt	/groups/gac50538/arhmm/f11/neu/f11_neu_20_glt.wav	neu
m25_ang_09	/groups/gac50538/wav/m25/ang/m25_ang_09.wav	ang
m19_sad_24_spc	/groups/gac50538/arhmm/m19/sad/m19_sad_24_spc.wav	sad
m28_ang_03	/groups/gac50538/wav/m28/ang/m28_ang_03.wav	ang
m42_joy_28_glt	/groups/gac50538/arhmm/m42/joy/m42_joy_28_glt.wav	joy
m45_sad_23_glt	/groups/gac50538/arhmm/m45/sad/m45_sad_23_glt.wav	sad
m27_joy_23	/groups/gac50538/wav/m27/joy/m27_joy_23.wav	joy
m11_neu_15	/groups/gac50538/wav/m11/neu/m11_neu_15.wav	neu
m43_neu_28	/groups/gac50538/wav/m43/neu/m43_neu_28.wav	neu
f17_joy_29_glt	/groups/gac50538/arhmm/f17/joy/f17_joy_29_glt.wav	joy
m08_neu_06_spc	/groups/gac50538/arhmm/m08/neu/m08_neu_06_spc.wav	neu
m24_sad_11_spc	/groups/gac50538/arhmm/m24/sad/m24_sad_11_spc.wav	sad
f23_ang_38_spc	/groups/gac50538/arhmm/f23/ang/f23_ang_38_spc.wav	ang
m31_joy_20_glt	/groups/gac50538/arhmm/m31/joy/m31_joy_20_glt.wav	joy
f26_neu_10_spc	/groups/gac50538/arhmm/f26/neu/f26_neu_10_spc.wav	neu
f33_ang_24	/groups/gac50538/wav/f33/ang/f33_ang_24.wav	ang
m29_ang_13_spc	/groups/gac50538/arhmm/m29/ang/m29_ang_13_spc.wav	ang
f13_neu_25	/groups/gac50538/wav/f13/neu/f13_neu_25.wav	neu
f19_joy_38_spc	/groups/gac50538/arhmm/f19/joy/f19_joy_38_spc.wav	joy
m07_ang_15_glt	/groups/gac50538/arhmm/m07/ang/m07_ang_15_glt.wav	ang
f39_sad_23_glt	/groups/gac50538/arhmm/f39/sad/f39_sad_23_glt.wav	sad
m05_ang_18_glt	/groups/gac50538/arhmm/m05/ang/m05_ang_18_glt.wav	ang
f28_ang_21_spc	/groups/gac50538/arhmm/f28/ang/f28_ang_21_spc.wav	ang
m18_sad_13_spc	/groups/gac50538/arhmm/m18/sad/m18_sad_13_spc.wav	sad
m13_neu_38	/groups/gac50538/wav/m13/neu/m13_neu_38.wav	neu
m22_neu_28_glt	/groups/gac50538/arhmm/m22/neu/m22_neu_28_glt.wav	neu
f20_sad_40_glt	/groups/gac50538/arhmm/f20/sad/f20_sad_40_glt.wav	sad
f07_sad_35_glt	/groups/gac50538/arhmm/f07/sad/f07_sad_35_glt.wav	sad
m36_ang_17_spc	/groups/gac50538/arhmm/m36/ang/m36_ang_17_spc.wav	ang
m37_neu_04_glt	/groups/gac50538/arhmm/m37/neu/m37_neu_04_glt.wav	neu
m37_joy_05_glt	/groups/gac50538/arhmm/m37/joy/m37_joy_05_glt.wav	joy
f08_ang_12	/groups/gac50538/wav/f08/ang/f08_ang_12.wav	ang
m21_neu_11_spc	/groups/gac50538/arhmm/m21/neu/m21_neu_11_spc.wav	neu
f42_neu_38	/groups/gac50538/wav/f42/neu/f42_neu_38.wav	neu
f30_ang_05	/groups/gac50538/wav/f30/ang/f30_ang_05.wav	ang
f37_neu_02_spc	/groups/gac50538/arhmm/f37/neu/f37_neu_02_spc.wav	neu
m14_neu_14	/groups/gac50538/wav/m14/neu/m14_neu_14.wav	neu
m29_neu_17_spc	/groups/gac50538/arhmm/m29/neu/m29_neu_17_spc.wav	neu
m36_sad_25_spc	/groups/gac50538/arhmm/m36/sad/m36_sad_25_spc.wav	sad
f25_neu_08	/groups/gac50538/wav/f25/neu/f25_neu_08.wav	neu
f34_sad_39_glt	/groups/gac50538/arhmm/f34/sad/f34_sad_39_glt.wav	sad
m05_joy_38_glt	/groups/gac50538/arhmm/m05/joy/m05_joy_38_glt.wav	joy
m16_joy_37_spc	/groups/gac50538/arhmm/m16/joy/m16_joy_37_spc.wav	joy
m02_sad_13	/groups/gac50538/wav/m02/sad/m02_sad_13.wav	sad
f23_sad_36	/groups/gac50538/wav/f23/sad/f23_sad_36.wav	sad
f22_joy_34_glt	/groups/gac50538/arhmm/f22/joy/f22_joy_34_glt.wav	joy
m17_joy_20	/groups/gac50538/wav/m17/joy/m17_joy_20.wav	joy
m29_ang_22_glt	/groups/gac50538/arhmm/m29/ang/m29_ang_22_glt.wav	ang
m19_ang_13_spc	/groups/gac50538/arhmm/m19/ang/m19_ang_13_spc.wav	ang
m26_neu_06_glt	/groups/gac50538/arhmm/m26/neu/m26_neu_06_glt.wav	neu
f38_joy_15_glt	/groups/gac50538/arhmm/f38/joy/f38_joy_15_glt.wav	joy
f29_sad_08_spc	/groups/gac50538/arhmm/f29/sad/f29_sad_08_spc.wav	sad
m23_joy_14_glt	/groups/gac50538/arhmm/m23/joy/m23_joy_14_glt.wav	joy
f31_joy_15	/groups/gac50538/wav/f31/joy/f31_joy_15.wav	joy
f15_ang_08	/groups/gac50538/wav/f15/ang/f15_ang_08.wav	ang
m32_neu_35_glt	/groups/gac50538/arhmm/m32/neu/m32_neu_35_glt.wav	neu
m29_sad_22_glt	/groups/gac50538/arhmm/m29/sad/m29_sad_22_glt.wav	sad
f26_neu_09_glt	/groups/gac50538/arhmm/f26/neu/f26_neu_09_glt.wav	neu
m23_sad_37_spc	/groups/gac50538/arhmm/m23/sad/m23_sad_37_spc.wav	sad
f04_neu_01_glt	/groups/gac50538/arhmm/f04/neu/f04_neu_01_glt.wav	neu
m32_neu_11	/groups/gac50538/wav/m32/neu/m32_neu_11.wav	neu
m03_ang_19	/groups/gac50538/wav/m03/ang/m03_ang_19.wav	ang
m28_sad_17_spc	/groups/gac50538/arhmm/m28/sad/m28_sad_17_spc.wav	sad
f17_ang_18_glt	/groups/gac50538/arhmm/f17/ang/f17_ang_18_glt.wav	ang
m31_neu_10_glt	/groups/gac50538/arhmm/m31/neu/m31_neu_10_glt.wav	neu
f05_sad_29	/groups/gac50538/wav/f05/sad/f05_sad_29.wav	sad
m09_ang_26	/groups/gac50538/wav/m09/ang/m09_ang_26.wav	ang
m23_neu_10	/groups/gac50538/wav/m23/neu/m23_neu_10.wav	neu
m25_neu_33_spc	/groups/gac50538/arhmm/m25/neu/m25_neu_33_spc.wav	neu
f10_joy_13_spc	/groups/gac50538/arhmm/f10/joy/f10_joy_13_spc.wav	joy
f20_joy_17	/groups/gac50538/wav/f20/joy/f20_joy_17.wav	joy
m17_sad_04	/groups/gac50538/wav/m17/sad/m17_sad_04.wav	sad
f14_joy_34_glt	/groups/gac50538/arhmm/f14/joy/f14_joy_34_glt.wav	joy
f40_ang_31	/groups/gac50538/wav/f40/ang/f40_ang_31.wav	ang
f02_neu_40_spc	/groups/gac50538/arhmm/f02/neu/f02_neu_40_spc.wav	neu
m28_neu_12	/groups/gac50538/wav/m28/neu/m28_neu_12.wav	neu
m29_neu_23_glt	/groups/gac50538/arhmm/m29/neu/m29_neu_23_glt.wav	neu
m39_ang_37	/groups/gac50538/wav/m39/ang/m39_ang_37.wav	ang
m08_sad_29	/groups/gac50538/wav/m08/sad/m08_sad_29.wav	sad
m16_ang_35	/groups/gac50538/wav/m16/ang/m16_ang_35.wav	ang
f25_joy_04_spc	/groups/gac50538/arhmm/f25/joy/f25_joy_04_spc.wav	joy
m02_joy_35_glt	/groups/gac50538/arhmm/m02/joy/m02_joy_35_glt.wav	joy
f43_sad_07	/groups/gac50538/wav/f43/sad/f43_sad_07.wav	sad
m24_joy_38_glt	/groups/gac50538/arhmm/m24/joy/m24_joy_38_glt.wav	joy
m04_ang_35_spc	/groups/gac50538/arhmm/m04/ang/m04_ang_35_spc.wav	ang
m23_ang_32_glt	/groups/gac50538/arhmm/m23/ang/m23_ang_32_glt.wav	ang
f05_joy_15_spc	/groups/gac50538/arhmm/f05/joy/f05_joy_15_spc.wav	joy
f21_sad_24_spc	/groups/gac50538/arhmm/f21/sad/f21_sad_24_spc.wav	sad
f45_ang_36	/groups/gac50538/wav/f45/ang/f45_ang_36.wav	ang
m01_ang_32_glt	/groups/gac50538/arhmm/m01/ang/m01_ang_32_glt.wav	ang
m03_sad_24_spc	/groups/gac50538/arhmm/m03/sad/m03_sad_24_spc.wav	sad
f18_neu_24	/groups/gac50538/wav/f18/neu/f18_neu_24.wav	neu
f16_sad_32_glt	/groups/gac50538/arhmm/f16/sad/f16_sad_32_glt.wav	sad
m44_ang_26_glt	/groups/gac50538/arhmm/m44/ang/m44_ang_26_glt.wav	ang
m42_joy_04_glt	/groups/gac50538/arhmm/m42/joy/m42_joy_04_glt.wav	joy
f36_joy_04	/groups/gac50538/wav/f36/joy/f36_joy_04.wav	joy
m02_ang_21_glt	/groups/gac50538/arhmm/m02/ang/m02_ang_21_glt.wav	ang
m16_ang_16	/groups/gac50538/wav/m16/ang/m16_ang_16.wav	ang
m31_joy_37_glt	/groups/gac50538/arhmm/m31/joy/m31_joy_37_glt.wav	joy
f28_ang_18_glt	/groups/gac50538/arhmm/f28/ang/f28_ang_18_glt.wav	ang
f37_joy_30_glt	/groups/gac50538/arhmm/f37/joy/f37_joy_30_glt.wav	joy
m26_ang_26_glt	/groups/gac50538/arhmm/m26/ang/m26_ang_26_glt.wav	ang
m31_ang_02_spc	/groups/gac50538/arhmm/m31/ang/m31_ang_02_spc.wav	ang
f34_joy_28_spc	/groups/gac50538/arhmm/f34/joy/f34_joy_28_spc.wav	joy
f42_ang_37	/groups/gac50538/wav/f42/ang/f42_ang_37.wav	ang
m31_neu_31	/groups/gac50538/wav/m31/neu/m31_neu_31.wav	neu
f02_neu_32_spc	/groups/gac50538/arhmm/f02/neu/f02_neu_32_spc.wav	neu
f09_ang_01	/groups/gac50538/wav/f09/ang/f09_ang_01.wav	ang
m41_neu_24	/groups/gac50538/wav/m41/neu/m41_neu_24.wav	neu
f39_ang_21_glt	/groups/gac50538/arhmm/f39/ang/f39_ang_21_glt.wav	ang
f42_joy_30	/groups/gac50538/wav/f42/joy/f42_joy_30.wav	joy
f18_ang_27	/groups/gac50538/wav/f18/ang/f18_ang_27.wav	ang
f35_ang_13_glt	/groups/gac50538/arhmm/f35/ang/f35_ang_13_glt.wav	ang
m25_ang_02_spc	/groups/gac50538/arhmm/m25/ang/m25_ang_02_spc.wav	ang
f28_ang_07	/groups/gac50538/wav/f28/ang/f28_ang_07.wav	ang
f21_neu_13	/groups/gac50538/wav/f21/neu/f21_neu_13.wav	neu
m31_sad_36_spc	/groups/gac50538/arhmm/m31/sad/m31_sad_36_spc.wav	sad
f25_sad_24_spc	/groups/gac50538/arhmm/f25/sad/f25_sad_24_spc.wav	sad
m15_sad_02	/groups/gac50538/wav/m15/sad/m15_sad_02.wav	sad
f16_neu_17	/groups/gac50538/wav/f16/neu/f16_neu_17.wav	neu
m27_neu_04_glt	/groups/gac50538/arhmm/m27/neu/m27_neu_04_glt.wav	neu
m11_joy_22_spc	/groups/gac50538/arhmm/m11/joy/m11_joy_22_spc.wav	joy
f42_joy_36	/groups/gac50538/wav/f42/joy/f42_joy_36.wav	joy
m21_joy_40_spc	/groups/gac50538/arhmm/m21/joy/m21_joy_40_spc.wav	joy
f34_joy_12	/groups/gac50538/wav/f34/joy/f34_joy_12.wav	joy
m35_ang_06_spc	/groups/gac50538/arhmm/m35/ang/m35_ang_06_spc.wav	ang
m35_joy_13_spc	/groups/gac50538/arhmm/m35/joy/m35_joy_13_spc.wav	joy
m22_ang_03_glt	/groups/gac50538/arhmm/m22/ang/m22_ang_03_glt.wav	ang
f22_ang_37	/groups/gac50538/wav/f22/ang/f22_ang_37.wav	ang
m14_ang_03_glt	/groups/gac50538/arhmm/m14/ang/m14_ang_03_glt.wav	ang
f38_joy_14_glt	/groups/gac50538/arhmm/f38/joy/f38_joy_14_glt.wav	joy
m28_ang_23	/groups/gac50538/wav/m28/ang/m28_ang_23.wav	ang
m01_neu_17_glt	/groups/gac50538/arhmm/m01/neu/m01_neu_17_glt.wav	neu
m27_joy_04_spc	/groups/gac50538/arhmm/m27/joy/m27_joy_04_spc.wav	joy
f08_sad_38_glt	/groups/gac50538/arhmm/f08/sad/f08_sad_38_glt.wav	sad
m13_sad_11_glt	/groups/gac50538/arhmm/m13/sad/m13_sad_11_glt.wav	sad
m45_sad_26_spc	/groups/gac50538/arhmm/m45/sad/m45_sad_26_spc.wav	sad
m06_neu_04	/groups/gac50538/wav/m06/neu/m06_neu_04.wav	neu
f33_ang_27_glt	/groups/gac50538/arhmm/f33/ang/f33_ang_27_glt.wav	ang
m02_ang_19	/groups/gac50538/wav/m02/ang/m02_ang_19.wav	ang
f32_sad_17	/groups/gac50538/wav/f32/sad/f32_sad_17.wav	sad
m42_sad_36_spc	/groups/gac50538/arhmm/m42/sad/m42_sad_36_spc.wav	sad
m02_ang_07	/groups/gac50538/wav/m02/ang/m02_ang_07.wav	ang
m07_ang_26_spc	/groups/gac50538/arhmm/m07/ang/m07_ang_26_spc.wav	ang
m28_neu_30_spc	/groups/gac50538/arhmm/m28/neu/m28_neu_30_spc.wav	neu
f13_sad_23_spc	/groups/gac50538/arhmm/f13/sad/f13_sad_23_spc.wav	sad
f20_sad_19	/groups/gac50538/wav/f20/sad/f20_sad_19.wav	sad
m05_sad_37_glt	/groups/gac50538/arhmm/m05/sad/m05_sad_37_glt.wav	sad
m23_ang_11_spc	/groups/gac50538/arhmm/m23/ang/m23_ang_11_spc.wav	ang
f27_ang_08	/groups/gac50538/wav/f27/ang/f27_ang_08.wav	ang
f14_joy_27	/groups/gac50538/wav/f14/joy/f14_joy_27.wav	joy
m03_ang_10	/groups/gac50538/wav/m03/ang/m03_ang_10.wav	ang
m44_neu_27	/groups/gac50538/wav/m44/neu/m44_neu_27.wav	neu
m43_neu_26	/groups/gac50538/wav/m43/neu/m43_neu_26.wav	neu
f43_neu_22_glt	/groups/gac50538/arhmm/f43/neu/f43_neu_22_glt.wav	neu
m33_joy_09_glt	/groups/gac50538/arhmm/m33/joy/m33_joy_09_glt.wav	joy
f31_ang_14	/groups/gac50538/wav/f31/ang/f31_ang_14.wav	ang
m02_ang_18_glt	/groups/gac50538/arhmm/m02/ang/m02_ang_18_glt.wav	ang
m01_neu_25_spc	/groups/gac50538/arhmm/m01/neu/m01_neu_25_spc.wav	neu
m06_ang_17	/groups/gac50538/wav/m06/ang/m06_ang_17.wav	ang
m26_sad_12	/groups/gac50538/wav/m26/sad/m26_sad_12.wav	sad
m10_sad_11_spc	/groups/gac50538/arhmm/m10/sad/m10_sad_11_spc.wav	sad
f02_ang_02_spc	/groups/gac50538/arhmm/f02/ang/f02_ang_02_spc.wav	ang
f21_neu_40	/groups/gac50538/wav/f21/neu/f21_neu_40.wav	neu
m02_ang_22	/groups/gac50538/wav/m02/ang/m02_ang_22.wav	ang
m13_joy_17_glt	/groups/gac50538/arhmm/m13/joy/m13_joy_17_glt.wav	joy
m19_joy_19_glt	/groups/gac50538/arhmm/m19/joy/m19_joy_19_glt.wav	joy
f28_joy_17_glt	/groups/gac50538/arhmm/f28/joy/f28_joy_17_glt.wav	joy
m15_neu_15_spc	/groups/gac50538/arhmm/m15/neu/m15_neu_15_spc.wav	neu
m15_sad_10_glt	/groups/gac50538/arhmm/m15/sad/m15_sad_10_glt.wav	sad
m30_sad_11_spc	/groups/gac50538/arhmm/m30/sad/m30_sad_11_spc.wav	sad
f43_neu_12	/groups/gac50538/wav/f43/neu/f43_neu_12.wav	neu
m28_sad_37_glt	/groups/gac50538/arhmm/m28/sad/m28_sad_37_glt.wav	sad
m07_ang_20	/groups/gac50538/wav/m07/ang/m07_ang_20.wav	ang
m37_neu_03	/groups/gac50538/wav/m37/neu/m37_neu_03.wav	neu
m35_sad_05	/groups/gac50538/wav/m35/sad/m35_sad_05.wav	sad
m11_ang_39	/groups/gac50538/wav/m11/ang/m11_ang_39.wav	ang
m40_sad_33_spc	/groups/gac50538/arhmm/m40/sad/m40_sad_33_spc.wav	sad
f37_joy_17_spc	/groups/gac50538/arhmm/f37/joy/f37_joy_17_spc.wav	joy
f42_joy_08_spc	/groups/gac50538/arhmm/f42/joy/f42_joy_08_spc.wav	joy
m41_ang_18	/groups/gac50538/wav/m41/ang/m41_ang_18.wav	ang
f44_ang_12_spc	/groups/gac50538/arhmm/f44/ang/f44_ang_12_spc.wav	ang
f29_ang_23	/groups/gac50538/wav/f29/ang/f29_ang_23.wav	ang
m02_ang_30_spc	/groups/gac50538/arhmm/m02/ang/m02_ang_30_spc.wav	ang
m24_sad_01_glt	/groups/gac50538/arhmm/m24/sad/m24_sad_01_glt.wav	sad
f28_ang_31_spc	/groups/gac50538/arhmm/f28/ang/f28_ang_31_spc.wav	ang
f43_neu_31	/groups/gac50538/wav/f43/neu/f43_neu_31.wav	neu
m06_neu_39_glt	/groups/gac50538/arhmm/m06/neu/m06_neu_39_glt.wav	neu
m42_sad_40_glt	/groups/gac50538/arhmm/m42/sad/m42_sad_40_glt.wav	sad
f41_ang_10_glt	/groups/gac50538/arhmm/f41/ang/f41_ang_10_glt.wav	ang
m10_sad_21_spc	/groups/gac50538/arhmm/m10/sad/m10_sad_21_spc.wav	sad
m34_joy_06	/groups/gac50538/wav/m34/joy/m34_joy_06.wav	joy
f20_joy_37_spc	/groups/gac50538/arhmm/f20/joy/f20_joy_37_spc.wav	joy
f38_joy_19_spc	/groups/gac50538/arhmm/f38/joy/f38_joy_19_spc.wav	joy
f19_joy_11	/groups/gac50538/wav/f19/joy/f19_joy_11.wav	joy
m16_ang_33_glt	/groups/gac50538/arhmm/m16/ang/m16_ang_33_glt.wav	ang
m36_sad_16_glt	/groups/gac50538/arhmm/m36/sad/m36_sad_16_glt.wav	sad
f41_ang_28	/groups/gac50538/wav/f41/ang/f41_ang_28.wav	ang
m20_neu_30_glt	/groups/gac50538/arhmm/m20/neu/m20_neu_30_glt.wav	neu
f23_sad_35	/groups/gac50538/wav/f23/sad/f23_sad_35.wav	sad
f12_joy_04_spc	/groups/gac50538/arhmm/f12/joy/f12_joy_04_spc.wav	joy
f30_neu_01	/groups/gac50538/wav/f30/neu/f30_neu_01.wav	neu
f24_sad_03_spc	/groups/gac50538/arhmm/f24/sad/f24_sad_03_spc.wav	sad
f10_joy_11	/groups/gac50538/wav/f10/joy/f10_joy_11.wav	joy
f25_sad_32_spc	/groups/gac50538/arhmm/f25/sad/f25_sad_32_spc.wav	sad
m13_joy_38	/groups/gac50538/wav/m13/joy/m13_joy_38.wav	joy
f32_neu_11_glt	/groups/gac50538/arhmm/f32/neu/f32_neu_11_glt.wav	neu
